Complexity,Loss,Equation
1,1.4551361e10,"283031.34"
3,1.406393e8,"x * 122.014366"
5,1.3652891e8,"(a + x) * 122.014366"
6,7.6445304e7,"(x + exp(a)) * 122.014366"
