Complexity,Loss,Equation
1,65.99084,"14.5959215"
3,0.19966823,"x2 * 2.8775651"
5,0.031710356,"(x1 * 2.7576609) - -0.8075167"
9,1.9050141e-9,"sqrt((x1 * 6.2500377) * x2) + sqrt(x2)"
