Complexity,Loss,Equation
1,23.633354,"4.5451903"
2,18.277637,"sqrt(x)"
3,3.1833217,"x ^ 0.8158744"
5,3.0605972,"(x ^ 0.8277826) - 0.42496005"
6,3.054499,"abs(-0.6420336 + x) ^ 0.82527244"
7,1.2357091,"x / exp(cos(a * 0.16269614))"
9,1.1455059,"(x * 0.9326294) / exp(cos(a * -0.10349919))"
10,1.1317617,"(x * 0.8609057) / abs(exp(cos(a * -0.10354692)))"
13,1.0691944,"x * (((a - x) / a) / exp(cos(-0.11905901 * a)))"
15,1.0416329,"(x * ((a - (x / 0.53020936)) / a)) / exp(cos(a * -0.119066216))"
